,Fecha,Hora,Incidencia,TA030,TA031,FA032,TA007,TA008,TA009,TA011,TA012,TA013,TA015,TA016,TA017,TA019,PA020,PA021,CA022,FA023,VA025,SA026,DA027,IA028,TA029,posicion_ALBIASA,consigna_ALBIASA,posicion_EURO,consigna_EURO,posicion_URSSA,consigna_URSSA,TA046,TA048,EMPTY,EMPTY.1,TA050,EMPTY.2,EMPTY.3,PA052,PA053,TA054,FA056,TA058,TA060,TA066,ST087,WD088,ST072,TA074,TA076,TA078,TA080,TA082,WD089,EMPTY.4,EMPTY.5,FA065,TA062,TA069,TA086,TA068,FA090,FA106,Unnamed: 63,Seconds,TIME_DNI,TIME_Theta,TIME_Vwind,TIME_Tamb,TIME_Thtfsu,TIME_Thtfex,TIME_M_dot_htf,TIME_p_htf
0,01/07/2016,8:43:39,1.14828702147,30.918,31.115,0.001,79.664,79.628,0.0,41.719,30.04,51.142,61.54,53.285,23.026,26.182,10.864,10.693,0.0,0.055,3973.643,0.848,-90.0,490.761,296.361,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.033,0.0,0.0,29.162,0.0,0.0,11.8,3376.401,28.113,-0.01,0.058,47.98,30.82,3.819,21.0708333333,2.839,30.134,30.676,0.0,30.233,30.925,7.38279320988,0.0,0.0,0.014,28.379,29.047,35.794,35.604,0.008,0.052,,31419,"31419,490.761;","31419,1.14828702147;","31419,7.38279320988;","31419,296.361;","31419,47.98;","31419,30.82;","31419,0.001;","31419,11.8;"
1,01/07/2016,8:43:44,1.14819975501,30.901,31.115,0.001,79.655,79.62,0.0,41.706,30.031,51.123,61.775,53.304,23.046,26.168,10.863,10.691,0.0,0.056,3973.643,0.851,-90.0,490.984,296.37,0.0,0.0,-250.0,-250.0,0.0,0.0,-32.224,30.044,0.0,0.0,29.159,0.0,0.0,11.8,3376.602,28.114,-0.01,0.058,47.98,30.818,3.62,21.2330555556,2.728,30.131,30.683,0.0,30.239,30.925,7.98402777778,0.0,0.0,0.014,28.386,29.053,35.791,35.602,0.008,0.052,,31424,"31424,490.984;","31424,1.14819975501;","31424,7.98402777778;","31424,296.37;","31424,47.98;","31424,30.818;","31424,0.001;","31424,11.8;"
2,01/07/2016,8:43:49,1.14802522208,30.923,31.121,0.001,79.643,79.611,642.275,41.69,30.017,51.123,61.762,53.3,23.033,26.157,10.866,10.687,0.0,0.056,3973.643,0.851,-90.0,491.391,296.394,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.164,30.04,0.0,0.0,29.162,0.0,0.0,11.8,3376.199,28.126,-0.01,0.058,47.986,30.821,3.094,18.5144444444,1.939,30.129,30.684,0.0,30.245,30.932,7.64197530864,0.0,0.0,0.014,28.399,29.066,35.792,35.601,0.008,0.052,,31429,"31429,491.391;","31429,1.14802522208;","31429,7.64197530864;","31429,296.394;","31429,47.986;","31429,30.821;","31429,0.001;","31429,11.8;"
3,01/07/2016,8:43:54,1.14792050233,30.9,31.11,0.001,79.648,79.614,196.302,41.68,30.003,51.129,61.746,53.295,23.017,26.176,10.861,10.689,0.0,0.056,3973.643,0.85,-90.0,491.243,296.369,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.446,30.032,0.0,0.0,29.169,0.0,0.0,11.8,3376.401,28.126,-0.01,84.949,47.983,30.817,2.141,17.9822222222,2.601,30.13,30.674,0.0,30.242,30.929,7.59660493827,0.0,0.0,0.014,28.401,29.072,35.785,35.598,0.008,0.052,,31434,"31434,491.243;","31434,1.14792050233;","31434,7.59660493827;","31434,296.369;","31434,47.983;","31434,30.817;","31434,0.001;","31434,11.8;"
4,01/07/2016,8:43:59,1.14781578257,30.904,31.121,0.001,79.651,79.615,211.323,41.698,30.018,51.107,61.608,53.281,23.047,26.186,10.863,10.688,0.0,0.056,3973.643,0.849,-90.0,491.033,296.403,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.042,0.0,0.0,29.176,0.0,0.0,11.8,3376.401,28.132,-0.01,0.058,47.989,30.823,2.921,19.5147222222,0.256,30.131,30.685,0.0,30.248,30.922,5.49027777778,0.0,0.0,0.015,28.415,29.08,35.787,35.605,0.008,0.052,,31439,"31439,491.033;","31439,1.14781578257;","31439,5.49027777778;","31439,296.403;","31439,47.989;","31439,30.823;","31439,0.001;","31439,11.8;"
5,01/07/2016,8:44:04,1.14772851611,30.927,31.12,0.001,79.64,79.614,239.083,41.666,30.008,51.106,61.73,53.279,23.044,26.183,10.863,10.691,0.0,0.056,3973.643,0.851,-90.0,491.256,296.39,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.046,0.0,0.0,29.169,0.0,0.0,11.798,3376.401,28.136,-0.01,169.564,47.989,30.817,3.591,19.8041666667,-0.153,30.127,30.681,0.0,30.248,30.932,6.9861882716,0.0,0.0,0.015,28.421,29.088,35.785,35.604,0.008,0.052,,31444,"31444,491.256;","31444,1.14772851611;","31444,6.9861882716;","31444,296.39;","31444,47.989;","31444,30.817;","31444,0.001;","31444,11.798;"
6,01/07/2016,8:44:09,1.14764124965,30.909,31.126,0.001,79.643,79.613,0.0,41.679,30.021,51.11,61.481,53.254,23.041,26.227,10.86,10.686,0.0,0.056,3973.643,0.852,-90.0,491.873,296.408,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.057,0.0,0.0,29.178,0.0,0.0,11.798,3376.602,28.139,-0.01,68.898,47.995,30.817,4.881,23.1511111111,-0.153,30.131,30.676,0.0,30.245,30.938,7.27777777778,0.0,0.0,0.014,28.431,29.095,35.784,35.604,0.008,0.052,,31449,"31449,491.873;","31449,1.14764124965;","31449,7.27777777778;","31449,296.408;","31449,47.995;","31449,30.817;","31449,0.001;","31449,11.798;"
7,01/07/2016,8:44:14,1.14748417002,30.902,31.117,0.001,79.642,79.604,141.511,41.663,29.982,51.094,61.634,53.262,23.044,26.219,10.862,10.693,0.0,0.056,3973.643,0.85,-90.0,492.156,296.409,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.061,0.0,0.0,29.181,0.0,0.0,11.798,3376.808,28.141,-0.01,0.058,47.992,30.817,5.606,27.3519444444,-0.152,30.14,30.679,0.0,30.246,30.934,7.40655864198,0.0,0.0,0.014,28.441,29.107,35.787,35.607,0.008,0.052,,31454,"31454,492.156;","31454,1.14748417002;","31454,7.40655864198;","31454,296.409;","31454,47.992;","31454,30.817;","31454,0.001;","31454,11.798;"
8,01/07/2016,8:44:19,1.14737945026,30.923,31.125,0.001,79.646,79.612,0.0,41.669,29.992,51.084,61.668,53.258,23.073,26.208,10.86,10.692,0.0,0.056,3973.643,0.852,-90.0,492.873,296.425,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.044,0.0,0.0,29.175,0.0,0.0,11.798,3376.602,28.148,-0.01,0.058,48.002,30.827,5.494,25.5536111111,-0.153,30.134,30.686,0.0,30.242,30.936,7.86875,0.0,0.0,0.014,28.45,29.111,35.785,35.605,0.008,0.052,,31459,"31459,492.873;","31459,1.14737945026;","31459,7.86875;","31459,296.425;","31459,48.002;","31459,30.827;","31459,0.001;","31459,11.798;"
9,01/07/2016,8:44:24,1.14730963709,30.884,31.11,0.001,79.641,79.602,360.559,41.65,29.997,51.094,61.555,53.234,23.065,26.239,10.866,10.689,0.0,0.056,3973.643,0.851,-90.0,493.269,296.431,0.0,0.0,-250.0,-250.0,0.0,0.0,-30.899,30.063,0.0,0.0,29.175,0.0,0.0,11.798,3375.998,28.145,-0.01,0.058,47.999,30.823,5.361,28.6069444444,-0.153,30.131,30.684,0.0,30.262,30.934,8.51782407407,0.0,0.0,0.015,28.456,29.121,35.791,35.609,0.008,0.051,,31464,"31464,493.269;","31464,1.14730963709;","31464,8.51782407407;","31464,296.431;","31464,47.999;","31464,30.823;","31464,0.001;","31464,11.798;"
10,01/07/2016,8:44:29,1.14720491734,30.911,31.123,0.001,79.634,79.603,0.0,41.652,30.023,51.097,61.472,53.236,23.054,26.25,10.858,10.689,0.0,0.056,3973.643,0.851,-90.0,494.12,296.426,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.056,0.0,0.0,29.188,0.0,0.0,11.799,3376.808,28.154,-0.011,0.058,48.0,30.817,5.29,29.6813888889,-0.156,30.121,30.683,0.0,30.25,30.932,8.71412037037,0.0,0.0,0.014,28.466,29.13,35.791,35.611,0.008,0.052,,31469,"31469,494.12;","31469,1.14720491734;","31469,8.71412037037;","31469,296.426;","31469,48.0;","31469,30.817;","31469,0.001;","31469,11.799;"
11,01/07/2016,8:44:34,1.14703038441,30.9,31.121,0.001,79.647,79.605,467.733,41.647,29.999,51.087,61.647,53.242,23.076,26.243,10.865,10.695,0.0,0.056,3973.643,0.851,-90.0,495.677,296.435,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.902,30.085,0.0,0.0,29.184,0.0,0.0,11.798,3376.401,28.145,-0.01,0.058,48.005,30.832,5.134,27.1066666667,-0.154,30.131,30.687,0.0,30.249,30.938,8.58726851852,0.0,0.0,0.015,28.471,29.144,35.788,35.61,0.008,0.051,,31474,"31474,495.677;","31474,1.14703038441;","31474,8.58726851852;","31474,296.435;","31474,48.005;","31474,30.832;","31474,0.001;","31474,11.798;"
12,01/07/2016,8:44:39,1.14694311795,30.891,31.132,0.001,79.638,79.607,0.0,41.657,29.994,51.084,61.524,53.232,23.088,26.24,10.86,10.695,0.0,0.055,3973.643,0.85,-90.0,497.26,296.428,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.342,30.078,0.0,0.0,29.192,0.0,0.0,11.799,3376.401,28.154,-0.011,0.058,48.006,30.82,5.31,26.9144444444,-0.154,30.143,30.687,0.0,30.255,30.931,8.49652777778,0.0,0.0,0.014,28.485,29.153,35.794,35.606,0.008,0.052,,31479,"31479,497.26;","31479,1.14694311795;","31479,8.49652777778;","31479,296.428;","31479,48.006;","31479,30.82;","31479,0.001;","31479,11.799;"
13,01/07/2016,8:44:44,1.14687330478,30.907,31.124,0.001,79.652,79.61,357.256,41.634,30.019,51.092,61.501,53.228,23.076,26.275,10.864,10.689,0.0,0.056,3973.643,0.851,-90.0,498.68,296.432,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.061,0.0,0.0,29.197,0.0,0.0,11.798,3376.401,28.158,-0.01,122.43,48.011,30.823,5.32,26.5766666667,-0.153,30.14,30.686,0.0,30.252,30.938,8.4674382716,0.0,0.0,0.014,28.488,29.156,35.791,35.612,0.008,0.052,,31484,"31484,498.68;","31484,1.14687330478;","31484,8.4674382716;","31484,296.432;","31484,48.011;","31484,30.823;","31484,0.001;","31484,11.798;"
14,01/07/2016,8:44:49,1.14678603832,30.875,31.127,0.001,79.64,79.616,453.966,41.648,30.039,51.076,61.75,53.25,23.09,26.282,10.863,10.688,0.0,0.056,3973.643,0.852,-90.0,499.507,296.437,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.067,0.0,0.0,29.201,0.0,0.0,11.798,3376.602,28.167,-0.01,101.307,48.012,30.821,4.717,25.8894444444,-0.153,30.134,30.687,0.0,30.252,30.941,8.00270061728,0.0,0.0,0.015,28.497,29.168,35.799,35.612,0.008,0.052,,31489,"31489,499.507;","31489,1.14678603832;","31489,8.00270061728;","31489,296.437;","31489,48.012;","31489,30.821;","31489,0.001;","31489,11.798;"
15,01/07/2016,8:44:54,1.1465940521,30.911,31.121,0.002,79.65,79.614,182.76,41.635,30.02,51.067,61.688,53.231,23.126,26.266,10.861,10.689,0.0,0.056,3973.643,0.849,-90.0,499.311,296.448,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.083,0.0,0.0,29.2,0.0,0.0,11.798,3376.602,28.157,-0.01,0.058,48.014,30.826,5.3,27.645,0.84,30.137,30.681,0.0,30.248,30.942,7.12546296296,0.0,0.0,0.014,28.504,29.185,35.797,35.618,0.008,0.052,,31494,"31494,499.311;","31494,1.1465940521;","31494,7.12546296296;","31494,296.448;","31494,48.014;","31494,30.826;","31494,0.002;","31494,11.798;"
16,01/07/2016,8:44:59,1.14650678564,30.888,31.131,0.001,79.648,79.61,390.241,41.629,29.991,51.066,61.511,53.213,23.107,26.267,10.862,10.69,0.0,0.056,3973.643,0.851,-90.0,499.384,296.459,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.079,0.0,0.0,29.205,0.0,0.0,11.798,3376.602,28.171,-0.01,0.058,48.015,30.821,5.908,27.3247222222,5.146,30.138,30.693,0.0,30.252,30.938,7.44266975309,0.0,0.0,0.015,28.514,29.179,35.8,35.614,0.008,0.051,,31499,"31499,499.384;","31499,1.14650678564;","31499,7.44266975309;","31499,296.459;","31499,48.015;","31499,30.821;","31499,0.001;","31499,11.798;"
17,01/07/2016,8:45:04,1.14638461259,30.904,31.137,0.001,79.649,79.616,451.84,41.618,29.968,51.065,61.642,53.22,23.083,26.254,10.861,10.689,0.0,0.056,3973.643,0.852,-90.0,498.964,296.479,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.077,0.0,0.0,29.199,0.0,0.0,11.798,3376.401,28.174,-0.01,220.866,48.021,30.826,4.943,26.5308333333,5.857,30.133,30.683,0.0,30.255,30.941,7.93364197531,0.0,0.0,0.015,28.524,29.19,35.803,35.615,0.008,0.051,,31504,"31504,498.964;","31504,1.14638461259;","31504,7.93364197531;","31504,296.479;","31504,48.021;","31504,30.826;","31504,0.001;","31504,11.798;"
18,01/07/2016,8:45:09,1.14631479942,30.903,31.137,0.001,79.65,79.617,0.0,41.615,30.01,51.044,61.784,53.224,23.15,26.247,10.862,10.692,0.0,0.056,3973.643,0.851,-90.0,498.26,296.471,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.087,0.0,0.0,29.204,0.0,0.0,11.798,3376.602,26.711,-0.01,0.058,48.022,30.827,4.021,24.1958333333,5.527,30.134,30.712,0.0,30.258,30.941,9.19112654321,0.0,0.0,0.014,28.54,29.2,35.803,35.617,0.008,0.052,,31509,"31509,498.26;","31509,1.14631479942;","31509,9.19112654321;","31509,296.471;","31509,48.022;","31509,30.827;","31509,0.001;","31509,11.798;"
19,01/07/2016,8:45:14,1.14621007966,30.879,31.12,0.001,79.65,79.608,204.398,41.615,29.958,51.053,61.577,53.205,23.109,26.262,10.861,10.69,0.0,0.056,3973.643,0.849,-90.0,498.013,296.477,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.086,0.0,0.0,29.201,0.0,0.0,11.798,3376.199,28.177,-0.01,0.058,48.023,30.827,3.864,22.8288888889,5.208,30.141,30.686,0.0,30.255,30.941,8.16705246914,0.0,0.0,0.014,28.543,29.213,35.803,35.621,0.008,0.052,,31514,"31514,498.013;","31514,1.14621007966;","31514,8.16705246914;","31514,296.477;","31514,48.023;","31514,30.827;","31514,0.001;","31514,11.798;"
20,01/07/2016,8:45:19,1.14603554674,30.9,31.133,0.001,79.647,79.611,170.426,41.601,29.972,51.049,61.497,53.187,23.11,26.287,10.86,10.69,0.0,0.056,3973.643,0.851,-90.0,497.815,296.499,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.08,0.0,0.0,29.211,0.0,0.0,11.798,3375.998,28.19,-0.01,0.058,48.03,30.827,4.726,23.9133333333,3.986,30.137,30.687,0.0,30.259,30.95,7.51049382716,0.0,0.0,0.015,28.546,29.22,35.813,35.622,0.008,0.052,,31519,"31519,497.815;","31519,1.14603554674;","31519,7.51049382716;","31519,296.499;","31519,48.03;","31519,30.827;","31519,0.001;","31519,11.798;"
21,01/07/2016,8:45:24,1.14594828027,30.895,31.133,0.001,79.65,79.623,0.0,41.6,30.007,51.043,61.594,53.192,23.131,26.301,10.862,10.692,0.0,0.056,3973.643,0.849,-90.0,497.642,296.505,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.094,0.0,0.0,29.21,0.0,0.0,11.798,3376.199,28.183,-0.01,0.058,48.036,30.831,4.929,28.6513888889,3.928,30.137,30.69,0.0,30.259,30.945,7.4075617284,0.0,0.0,0.014,28.555,29.227,35.81,35.624,0.008,0.052,,31524,"31524,497.642;","31524,1.14594828027;","31524,7.4075617284;","31524,296.505;","31524,48.036;","31524,30.831;","31524,0.001;","31524,11.798;"
22,01/07/2016,8:45:29,1.14584356052,30.885,31.137,0.001,79.653,79.618,191.916,41.597,30.004,51.036,61.662,53.194,23.15,26.302,10.862,10.69,0.0,0.056,3973.643,0.851,-90.0,497.408,296.516,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.691,30.115,0.0,0.0,29.214,0.0,0.0,11.797,3376.401,28.177,-0.01,61.417,48.035,30.833,3.493,34.2586111111,4.903,30.14,30.684,0.0,30.268,30.951,7.83649691358,0.0,0.0,0.015,28.564,29.233,35.813,35.624,0.008,0.052,,31529,"31529,497.408;","31529,1.14584356052;","31529,7.83649691358;","31529,296.516;","31529,48.035;","31529,30.833;","31529,0.001;","31529,11.797;"
23,01/07/2016,8:45:34,1.14575629406,30.895,31.134,0.001,79.646,79.619,405.944,41.587,29.988,51.044,61.452,53.167,23.109,26.331,10.862,10.689,0.0,0.056,3973.643,0.85,-90.0,497.309,296.51,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.546,30.101,0.0,0.0,29.216,0.0,0.0,11.798,3376.401,28.189,-0.01,0.058,48.038,30.83,3.792,36.9772222222,6.435,30.133,30.69,0.0,30.261,30.944,8.52716049383,0.0,0.0,0.015,28.571,29.245,35.803,35.623,0.008,0.052,,31534,"31534,497.309;","31534,1.14575629406;","31534,8.52716049383;","31534,296.51;","31534,48.038;","31534,30.83;","31534,0.001;","31534,11.798;"
24,01/07/2016,8:45:39,1.14558176113,30.892,31.142,0.001,79.647,79.627,441.9,41.565,30.019,51.036,61.666,53.185,23.15,26.312,10.859,10.694,0.0,0.056,3973.643,0.851,-90.0,497.79,296.507,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.108,0.0,0.0,29.22,0.0,0.0,11.798,3376.602,28.193,-0.01,126.414,48.037,30.831,4.355,35.7425,6.285,30.138,30.69,0.0,30.265,30.95,9.04768518519,0.0,0.0,0.014,28.584,29.255,35.804,35.617,0.008,0.051,,31539,"31539,497.79;","31539,1.14558176113;","31539,9.04768518519;","31539,296.507;","31539,48.037;","31539,30.831;","31539,0.001;","31539,11.798;"
25,01/07/2016,8:45:44,1.14549449467,30.879,31.139,0.001,79.639,79.606,0.0,41.585,29.981,51.026,61.612,53.173,23.147,26.309,10.864,10.687,0.0,0.056,3973.643,0.851,-90.0,499.162,296.522,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.113,0.0,0.0,29.226,0.0,0.0,11.798,3375.998,28.19,-0.01,85.243,48.047,30.829,3.944,33.8661111111,6.451,30.138,30.687,0.0,30.264,30.941,9.92183641975,0.0,0.0,0.014,28.594,29.258,35.802,35.624,0.008,0.052,,31544,"31544,499.162;","31544,1.14549449467;","31544,9.92183641975;","31544,296.522;","31544,48.047;","31544,30.829;","31544,0.001;","31544,11.798;"
26,01/07/2016,8:45:49,1.14540722821,30.892,31.135,0.001,79.641,79.617,220.887,41.578,29.989,51.023,61.496,53.167,23.143,26.342,10.863,10.69,0.0,0.056,3973.643,0.85,-90.0,500.595,296.511,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.117,0.0,0.0,29.226,0.0,0.0,11.798,3376.602,28.199,-0.01,64.172,48.044,30.831,4.772,33.3427777778,5.358,30.137,30.686,0.0,30.265,30.946,10.6226080247,0.0,0.0,0.014,28.603,29.277,35.8,35.625,0.008,0.052,,31549,"31549,500.595;","31549,1.14540722821;","31549,10.6226080247;","31549,296.511;","31549,48.044;","31549,30.831;","31549,0.001;","31549,11.798;"
27,01/07/2016,8:45:54,1.14531996174,30.889,31.144,0.002,79.656,79.612,409.293,41.571,29.982,51.029,61.448,53.157,23.129,26.371,10.863,10.69,0.0,0.056,3973.643,0.852,-90.0,502.078,296.514,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.132,0.0,0.0,29.226,0.0,0.0,11.797,3376.401,28.193,-0.011,0.058,48.051,30.83,5.279,34.4822222222,4.71,30.134,30.69,0.0,30.262,30.95,11.0362654321,0.0,0.0,0.014,28.613,29.288,35.804,35.626,0.008,0.053,,31554,"31554,502.078;","31554,1.14531996174;","31554,11.0362654321;","31554,296.514;","31554,48.051;","31554,30.83;","31554,0.002;","31554,11.797;"
28,01/07/2016,8:45:59,1.14512797553,30.864,31.134,0.001,79.657,79.633,173.064,41.559,30.003,51.035,61.515,53.158,23.147,26.387,10.864,10.689,0.0,0.056,3973.643,0.851,-90.0,503.845,296.527,0.0,0.0,-250.0,-250.0,0.0,0.0,-31.597,30.122,0.0,0.0,29.233,0.0,0.0,11.797,3376.602,28.206,-0.01,72.333,48.048,30.831,5.416,26.6233333333,3.462,30.134,30.691,0.0,30.257,30.948,11.175308642,0.0,0.0,0.014,28.622,29.289,35.798,35.629,0.008,0.052,,31559,"31559,503.845;","31559,1.14512797553;","31559,11.175308642;","31559,296.527;","31559,48.048;","31559,30.831;","31559,0.001;","31559,11.797;"
29,01/07/2016,8:46:04,1.14502325577,30.9,31.143,0.001,79.644,79.609,171.223,41.546,30.0,51.008,61.615,53.166,23.18,26.375,10.861,10.689,0.0,0.056,3973.643,0.853,-90.0,505.227,296.527,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.122,0.0,0.0,29.233,0.0,0.0,11.798,3376.401,28.21,-0.01,0.058,48.055,30.83,5.474,29.11,2.518,30.14,30.69,0.0,30.262,30.954,11.1383487654,0.0,0.0,0.014,28.629,29.297,35.803,35.624,0.008,0.052,,31564,"31564,505.227;","31564,1.14502325577;","31564,11.1383487654;","31564,296.527;","31564,48.055;","31564,30.83;","31564,0.001;","31564,11.798;"
30,01/07/2016,8:46:09,1.14491853602,30.877,31.14,0.001,79.658,79.622,158.809,41.551,29.995,51.013,61.44,53.142,23.178,26.39,10.861,10.69,0.0,0.056,3973.643,0.851,-90.0,505.71,296.539,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.12,0.0,0.0,29.236,0.0,0.0,11.798,3376.199,28.215,-0.01,124.082,48.051,30.834,4.111,32.8647222222,2.993,30.134,30.694,0.0,30.262,30.961,8.66921296296,0.0,0.0,0.014,28.642,29.312,35.804,35.635,0.008,0.051,,31569,"31569,505.71;","31569,1.14491853602;","31569,8.66921296296;","31569,296.539;","31569,48.051;","31569,30.834;","31569,0.001;","31569,11.798;"
31,01/07/2016,8:46:14,1.14483126955,30.881,31.148,0.001,79.664,79.633,362.576,41.542,29.99,51.019,61.426,53.139,23.166,26.401,10.863,10.69,0.0,0.057,3973.643,0.852,-90.0,505.327,296.538,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.133,0.0,0.0,29.236,0.0,0.0,11.798,3376.401,28.216,-0.01,58.604,48.062,30.834,2.313,29.0891666667,2.036,30.138,30.693,0.0,30.275,30.951,4.52337962963,0.0,0.0,0.015,28.652,29.313,35.804,35.628,0.008,0.052,,31574,"31574,505.327;","31574,1.14483126955;","31574,4.52337962963;","31574,296.538;","31574,48.062;","31574,30.834;","31574,0.001;","31574,11.798;"
32,01/07/2016,8:46:19,1.14474400309,30.899,31.152,0.001,79.632,79.598,0.0,41.554,29.962,50.992,61.603,53.156,23.19,26.372,10.86,10.689,0.0,0.056,3973.643,0.849,-90.0,504.549,296.548,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.131,0.0,0.0,29.245,0.0,0.0,11.798,3377.014,28.221,-0.011,83.383,48.063,30.829,1.541,24.7066666667,2.4,30.139,30.696,0.0,30.263,30.957,6.62970679012,0.0,0.0,0.015,28.66,29.322,35.802,35.627,0.008,0.052,,31579,"31579,504.549;","31579,1.14474400309;","31579,6.62970679012;","31579,296.548;","31579,48.063;","31579,30.829;","31579,0.001;","31579,11.798;"
33,01/07/2016,8:46:24,1.14455201687,30.874,31.148,0.001,79.65,79.607,236.348,41.535,29.974,51.008,61.366,53.121,23.164,26.411,10.862,10.688,0.0,0.056,3973.643,0.852,-90.0,503.82,296.549,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.138,0.0,0.0,29.24,0.0,0.0,11.797,3376.401,28.219,-0.011,109.2,48.067,30.833,2.542,30.6141666667,6.095,30.134,30.695,0.0,30.271,30.96,6.75262345679,0.0,0.0,0.015,28.664,29.337,35.812,35.626,0.008,0.052,,31584,"31584,503.82;","31584,1.14455201687;","31584,6.75262345679;","31584,296.549;","31584,48.067;","31584,30.833;","31584,0.001;","31584,11.797;"
34,01/07/2016,8:46:29,1.14446475041,30.886,31.149,0.001,79.662,79.623,193.631,41.526,30.016,51.003,61.616,53.137,23.197,26.425,10.861,10.689,0.0,0.056,3973.643,0.851,-90.0,503.746,296.551,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.137,0.0,0.0,29.245,0.0,0.0,11.798,3376.199,28.222,-0.011,0.058,48.071,30.843,2.166,32.3586111111,5.248,30.141,30.694,0.0,30.269,30.956,6.91905864198,0.0,0.0,0.014,28.677,29.342,35.813,35.63,0.008,0.051,,31589,"31589,503.746;","31589,1.14446475041;","31589,6.91905864198;","31589,296.551;","31589,48.071;","31589,30.843;","31589,0.001;","31589,11.798;"
35,01/07/2016,8:46:34,1.14436003066,30.888,31.153,0.002,79.64,79.611,165.338,41.523,30.0,50.989,61.612,53.13,23.217,26.414,10.863,10.69,0.0,0.056,3973.643,0.852,-90.0,503.746,296.558,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.156,0.0,0.0,29.249,0.0,0.0,11.798,3376.602,28.222,-0.011,104.831,48.069,30.834,1.361,31.4313888889,4.852,30.144,30.693,0.0,30.271,30.954,7.26766975309,0.0,0.0,0.014,28.683,29.352,35.806,35.628,0.008,0.052,,31594,"31594,503.746;","31594,1.14436003066;","31594,7.26766975309;","31594,296.558;","31594,48.069;","31594,30.834;","31594,0.002;","31594,11.798;"
36,01/07/2016,8:46:39,1.14427276419,30.852,31.138,0.001,79.641,79.612,411.388,41.52,29.984,50.992,61.434,53.107,23.196,26.438,10.863,10.688,0.0,0.056,3973.643,0.852,-90.0,503.56,296.555,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.144,0.0,0.0,29.249,0.0,0.0,11.797,3376.401,28.224,-0.01,130.791,48.073,30.843,2.088,28.8986111111,3.71,30.153,30.699,0.0,30.271,30.966,5.97932098765,0.0,0.0,0.015,28.693,29.358,35.81,35.636,0.008,0.052,,31599,"31599,503.56;","31599,1.14427276419;","31599,5.97932098765;","31599,296.555;","31599,48.073;","31599,30.843;","31599,0.001;","31599,11.797;"
37,01/07/2016,8:46:44,1.14408077797,30.882,31.144,0.001,79.632,79.603,0.0,41.523,29.99,50.979,61.53,53.106,23.196,26.451,10.864,10.688,0.0,0.055,3973.643,0.851,-90.0,503.609,296.573,0.0,0.0,-250.0,-250.0,0.0,0.0,-0.042,30.147,0.0,0.0,29.254,0.0,0.0,11.797,3376.199,28.221,-0.01,0.058,48.076,30.846,3.149,31.1580555556,1.456,30.142,30.699,0.0,30.268,30.966,4.27692901235,0.0,0.0,0.015,28.702,29.367,35.81,35.64,0.008,0.051,,31604,"31604,503.609;","31604,1.14408077797;","31604,4.27692901235;","31604,296.573;","31604,48.076;","31604,30.846;","31604,0.001;","31604,11.797;"
